"positive","the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache ."
"positive","the picture's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed ."
"positive","the modern remake of dumas's story is long on narrative and ( too ) short on action ."
"positive","fred schepisi's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen . with a cast of a-list brit actors , it is worth searching out ."
"positive","suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers ."
"positive","nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy ."
"positive","it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him ."
"positive","it's a great american adventure and a wonderful film to bring to imax ."
"positive","satisfyingly scarifying , fresh and old-fashioned at the same time ."
"positive","oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't suck !"
"positive","a genuine mind-bender ."
"positive","that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications ."
"positive","there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics"
"positive","a huge box-office hit in korea , shiri is a must for genre fans ."
"positive",". . . planos fijos , tomas largas , un ritmo pausado y una sutil observación de sus personajes , sin estridencias ni grandes revelaciones ."
"positive","i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life affirming ."
"positive","the symbols float like butterflies and the spinning styx sting like bees . i wanted more ."
"positive","if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for ."
"positive","the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful ."
"positive","red dragon makes one appreciate silence of the lambs ."
"positive","proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored ."
"positive","leigh isn't breaking new ground , but he knows how a daily grind can kill love ."
"positive","while broomfield's film doesn't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system ."
"positive",". . . strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults ."
"positive","laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl's dilemma ."
"positive","tends to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written ."
"positive","a solidly entertaining little film ."
"positive","it's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space ."
"positive","sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland actors ."
"positive","despite an overwrought ending , the film works as well as it does because of the performances ."
"positive","a passionately inquisitive film determined to uncover the truth and hopefully inspire action ."
"positive","though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature ."
"positive","a muddle splashed with bloody beauty as vivid as any scorsese has ever given us ."
"positive","from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience ."
"positive","spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units ."
"positive","the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny ."
"positive","highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring ice-t in a major role ."
"positive","neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm ."
"positive","first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david hennings ."
"positive","a visionary marvel , but it's lacking a depth in storytelling usually found in anime like this ."
"positive","the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart ."
"positive","in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good ."
"positive","how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones ."
"positive","i just saw this movie . . . well , it's probably not accurate to call it a movie ."
"positive","what's most memorable about circuit is that it's shot on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with considerable aplomb ."
"positive","scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar ."
"positive","a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them ."
"positive",""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience ."
"positive","soderbergh , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit ."
"positive","much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . their work is fantastic ."
"positive","crush is so warm and fuzzy you might be able to forgive its mean-spirited second half ."
"positive","franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic ."
"positive","tsai ming-liang's witty , wistful new film , what time is it there ? , is a temporal inquiry that shoulders its philosophical burden lightly ."
"positive","the pianist lacks the quick emotional connections of steven spielberg's schindler's list . but mr . polanski creates images even more haunting than those in mr . spielberg's 1993 classic ."
"positive","steers , in his feature film debut , has created a brilliant motion picture ."
"positive","a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium ."
"positive","as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated ."
"positive","the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in ."
"positive","old-fashioned but thoroughly satisfying entertainment ."
"positive","an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular ."
"positive","a fun family movie that's suitable for all ages -- a movie that will make you laugh , cry and realize , 'it's never too late to believe in your dreams . '"
"positive","if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change ."
"positive","i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest ."
"positive","even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice ."
"positive","where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable ."
"positive","the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry ."
"positive","the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way ."
"positive","fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for ."
"positive","even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work ."
"positive","what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material ."
"positive","has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested ."
"positive","this seductive tease of a thriller gets the job done . it's a scorcher ."
"positive","bittersweet comedy/drama full of life , hand gestures , and some really adorable italian guys ."
"positive","works as pretty contagious fun ."
"positive","the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve ."
"positive","a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales ."
"positive","a charming , banter-filled comedy . . . one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface ."
"positive","a film with almost as many delights for adults as there are for children and dog lovers ."
"positive","serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination ."
"positive","heartwarming and gently comic even as the film breaks your heart ."
"positive","caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty ."
"positive","a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !"
"positive","oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny ."
"positive","i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable ."
"positive","chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing . '"
"positive","the best thing i can say about this film is that i can't wait to see what the director does next ."
"positive","smarter than its commercials make it seem ."
"positive","great character interaction ."
"positive","one of the funnier movies in town ."
"positive","campanella's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael's evolution ."
"positive","by turns very dark and very funny ."
"positive","steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it ."
"positive","for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity ."
"positive","simultaneously heartbreakingly beautiful and exquisitely sad ."
"positive","though overall an overwhelmingly positive portrayal , the film doesn't ignore the more problematic aspects of brown's life ."
"positive","the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film's action in a way that is surprisingly enjoyable ."
"positive","not too fancy , not too filling , not too fluffy , but definitely tasty and sweet ."
"positive","quando tiros em columbine acerta o alvo ( com o perdão do trocadilho ) , não há como negar o brilhantismo da argumentação de seu diretor ."
"positive","director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve ."
"positive","as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson ."
"positive","jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers ."
"positive","a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish ."
"positive","if s&m seems like a strange route to true love , maybe it is , but it's to this film's ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves ."
"positive","if the film's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start ."
"positive","one of the best of a growing strain of daring films . . . that argue that any sexual relationship that doesn't hurt anyone and works for its participants is a relationship that is worthy of our respect ."
"positive","an adorably whimsical comedy that deserves more than a passing twinkle ."
"positive","an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller ."
"positive","it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook's foundation and dalrymple's film earn their uplift ."
"positive","mel gibson fights the good fight in vietnam in director randall wallace's flag-waving war flick with a core of decency ."
"positive","there's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence ."
"positive","a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully ."
"positive","the film is a blunt indictment , part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity ."
"positive","one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie ."
"positive","move over bond ; this girl deserves a sequel ."
"positive","the kind of trifle that date nights were invented for ."
"positive",". it's a testament to the film's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there's a sheer unbridled delight in the way the story unfurls . . ."
"positive","tells ( the story ) with such atmospheric ballast that shrugging off the plot's persnickety problems is simply a matter of ( being ) in a shrugging mood ."
"positive","the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor ."
"positive","if the man from elysian fields is doomed by its smallness , it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out ."
"positive","what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish ."
"positive","meticulously uncovers a trail of outrageous force and craven concealment ."
"positive","hey , happy ! is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title ."
"positive","you won't look at religious fanatics -- or backyard sheds -- the same way again ."
"positive","at its best . . . festival in cannes bubbles with the excitement of the festival in cannes ."
"positive","there is a general air of exuberance in all about the benjamins that's hard to resist ."
"positive","a lovably old-school hollywood confection ."
"positive","i'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes ."
"positive","by turns gripping , amusing , tender and heart-wrenching , laissez-passer has all the earmarks of french cinema at its best ."
"positive","the warnings to resist temptation in this film . . . are blunt and challenging and offer no easy rewards for staying clean ."
"positive","wonder of wonders -- a teen movie with a humanistic message ."
"positive","a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock ."
"positive","peppered with witty dialogue and inventive moments ."
"positive","i'd rather watch a rerun of the powerpuff girls"
"positive","with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a pleasure to have a film like the hours as an alternative ."
"positive","the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic ."
"positive","like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end ."
"positive","as a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success ."
"positive","unpretentious , charming , quirky , original"
"positive","spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods ."
"positive","other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf ."
"positive","this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful ."
"positive","manages to delight without much of a story ."
"positive","there's no denying that burns is a filmmaker with a bright future ahead of him ."
"positive","i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend !"
"positive","fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm ."
"positive","a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives ."
"positive","though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation ."
"positive","an energetic and engaging film that never pretends to be something it isn't ."
"positive","a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance guarantees karmen's enthronement among the cinema's memorable women ."
"positive","an animation landmark as monumental as disney's 1937 breakthrough snow white and the seven dwarfs ."
"positive","an entertaining , if ultimately minor , thriller ."
"positive","sex with strangers is fascinating . . ."
"positive","a subtle , poignant picture of goodness that is flawed , compromised and sad ."
"positive","a wry , affectionate delight ."
"positive","the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons ."
"positive","one of those joyous films that leaps over national boundaries and celebrates universal human nature ."
"positive","a penetrating glimpse into the tissue-thin ego of the stand-up comic ."
"positive","kids should have a stirring time at this beautifully drawn movie . and adults will at least have a dream image of the west to savor whenever the film's lamer instincts are in the saddle ."
"positive","paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks ."
"positive","less cinematically powerful than quietly and deeply moving , which is powerful in itself ."
"positive","waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it ."
"positive","each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments ."
"positive","if borstal boy isn't especially realistic , it is an engaging nostalgia piece ."
"positive","often demented in a good way , but it is an uneven film for the most part ."
"positive","the script's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off ."
"positive","maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment ."
"positive","this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style ."
"positive","although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitter ."
"positive","another best of the year selection ."
"positive","the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years ."
"positive","it's a very valuable film . . ."
"positive","max pokes , provokes , takes expressionistic license and hits a nerve . . . as far as art is concerned , it's mission accomplished ."
"positive","literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds ."
"positive","here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably ."
"positive","intriguing and stylish ."
"positive","the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it's as if it all happened only yesterday ."
"positive","a compelling story of musical passion against governmental odds ."
"positive","with "" ichi the killer "" , takashi miike , japan's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman . . ."
"positive","you never know where changing lanes is going to take you but it's a heck of a ride . samuel l . jackson is one of the best actors there is ."
"positive","[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people ."
"positive","an almost unbearably morbid love story ."
"positive","the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate ."
"positive","a forceful drama of an alienated executive who re-invents himself ."
"positive","spielberg's realization of a near-future america is masterful . this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever ."
"positive","the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon ."
"positive","the best film of the year 2002 ."
"positive","an enthralling , entertaining feature ."
"positive","stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection ."
"positive","a remarkable movie with an unsatisfying ending , which is just the point ."
"positive","all in all , brown sugar is a satisfying well-made romantic comedy that's both charming and well acted . it will guarantee to have you leaving the theater with a smile on your face ."
"positive","smith finds amusing juxtapositions that justify his exercise ."
"positive","working from a surprisingly sensitive script co-written by gianni romoli . . . ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up ."
"positive","an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy ."
"positive",""" austin powers in goldmember "" has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end ."
"positive","one of [jaglom's] better efforts -- a wry and sometime bitter movie about love ."
"positive","schaeffer isn't in this film , which may be why it works as well as it does ."
"positive","a fresh , entertaining comedy that looks at relationships minus traditional gender roles ."
"positive","although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch ."
"positive","surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it ."
"positive","the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness ."
"positive","brutally honest and told with humor and poignancy , which makes its message resonate ."
"positive","if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll enjoy this movie ."
"positive","a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro ."
"positive","gangster no . 1 is solid , satisfying fare for adults ."
"positive","this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare ."
"positive","has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be ."
"positive","with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry ."
"positive","you will likely prefer to keep on watching ."
"positive","insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through ."
"positive","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point ."
"positive","at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio's career shines like a lonely beacon ."
"positive","an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds ."
"positive","this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential"
"positive","it's a testament to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , flaws and all ."
"positive","performances are potent , and the women's stories are ably intercut and involving ."
"positive","an enormously entertaining movie , like nothing we've ever seen before , and yet completely familiar ."
"positive","lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery ."
"positive","your children will be occupied for 72 minutes ."
"positive","pull[s] off the rare trick of recreating not only the look of a certain era , but also the feel ."
"positive","twohy's a good yarn-spinner , and ultimately the story compels ."
"positive","'tobey maguire is a poster boy for the geek generation . '"
"positive",". . . a sweetly affecting story about four sisters who are coping , in one way or another , with life's endgame ."
"positive","passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly . . ."
"positive","road to perdition does display greatness , and it's worth seeing . but it also comes with the laziness and arrogance of a thing that already knows it's won ."
"positive","a marvelous performance by allison lohman as an identity-seeking foster child ."
"positive","arliss howard's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws ."
"positive","critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps ."
"positive","what a dumb , fun , curiously adolescent movie this is ."
"positive","many insightful moments ."
"positive","the charms of the lead performances allow us to forget most of the film's problems ."
"positive","a vivid , sometimes surreal , glimpse into the mysteries of human behavior ."
"positive","a tour de force of modern cinema ."
"positive","peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience ."
"positive","the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy ."
"positive","without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange ."
"positive","the performances are an absolute joy ."
"positive","a quasi-documentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music ."
"positive","grant carries the day with impeccable comic timing , raffish charm and piercing intellect ."
"positive","a sensitive and astute first feature by anne-sophie birot ."
"positive","both exuberantly romantic and serenely melancholy , what time is it there ? may prove to be [tsai's] masterpiece ."
"positive","mazel tov to a film about a family's joyous life acting on the yiddish stage ."
"positive","standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow ."
"positive","it's nice to see piscopo again after all these years , and chaykin and headly are priceless ."
"positive","provides a porthole into that noble , trembling incoherence that defines us all ."
"negative","simplistic , silly and tedious ."
"negative","it's so laddish and juvenile , only teenage boys could possibly find it funny ."
"negative","exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable ."
"negative","[garbus] discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation ."
"negative","a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification ."
"negative","the story is also as unoriginal as they come , already having been recycled more times than i'd care to count ."
"negative","about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time ."
"negative","not so much farcical as sour ."
"negative","unfortunately the story and the actors are served with a hack script ."
"negative","all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject ."
"negative","a sentimental mess that never rings true ."
"negative","while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary ."
"negative","interesting , but not compelling ."
"negative","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire ."
"negative","while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle ."
"negative","there is a difference between movies with the courage to go over the top and movies that don't care about being stupid"
"negative","nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro's right-hand goombah ."
"negative","such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !"
